AuthorID,AuthorName,BirthDate,Country
307,Marilyn Mcconnell,1959-08-17,Russia
308,Misty White,1979-02-04,Greece
309,Jessie Price,1953-06-27,South Korea
310,Larry Blackmon,1952-07-30,Brazil
311,Olivia Castillo,1983-12-05,Spain
312,Christopher Brown,1972-04-22,Denmark
313,Monica Simpson,1953-04-11,Iran
314,Paul Henry,1960-06-28,Philippines
315,Charlotte Rucker,1982-12-27,Nigeria
316,Timothy Salcido,1999-11-27,Singapore
317,Bruce Francis,1996-08-27,Netherlands
318,Garry Walsh,1968-08-08,Mexico
319,William Gregson,1986-01-18,Greece
320,Henry Langerman,1952-01-08,India
321,Angel Haider,1994-02-16,Germany
322,Christopher Martin,1959-10-06,France
323,Jeffery Baker,1988-09-29,Saudi Arabia
324,Kenneth Avendano,1994-10-23,Russia
325,Ed Cook,1962-04-03,Israel
326,Hazel Fox,1974-01-23,Greece
327,Michele Munoz,1980-08-10,Nigeria
328,William Jacques,1977-08-06,Germany
329,Roger Folts,1979-03-19,Jordan
330,Joseph Simmons,1985-08-04,Bangladesh
331,Audra Wyman,1982-08-23,Pakistan
332,Tony Gonsalves,1950-08-23,Portugal
333,Andrew Moroney,1970-12-18,Mexico
334,Richard Parker,1973-05-01,Sri Lanka
335,William Jackson,1975-01-27,UK
336,James Nasuti,1992-02-26,Spain
337,Patricia Aldridge,1964-07-17,Norway
338,William Cornejo,1958-10-24,Singapore
339,Joel Dacey,1957-05-15,China
340,David Morris,1991-04-13,Indonesia
341,Maria Wiliams,1960-02-18,Sri Lanka
342,Alberta Nadeau,1985-08-29,Pakistan
343,Kevin Mcneil,1990-02-09,Kuwait
344,David Joyce,1985-08-17,Jordan
345,Anthony Clements,1950-01-13,Oman
346,Concepcion Sprague,1982-04-01,Thailand
347,Michael Thompson,1986-05-13,South Africa
348,Thomas Durham,1971-01-12,Russia
349,June Gose,1979-06-17,Lebanon
350,Chase Fuentez,1956-12-27,Argentina
351,Patsy Shearer,1993-03-22,Australia
352,Bibi Yates,2000-02-21,United Arab Emirates
353,Alex Trujillo,1962-03-25,Bangladesh
354,Joseph Arredondo,1994-09-23,Netherlands
355,Louis Straight,1980-11-21,Argentina
356,Judith Shafer,1988-08-26,Australia
357,Myron Allen,1978-07-23,Mexico
358,Christi Cuellar,1975-05-17,Sweden
359,Janice Ranallo,1977-07-11,Iraq
360,Cliff Houser,1963-11-25,Bangladesh
361,Amber Mccallum,1952-06-15,Lebanon
362,Jennifer Bradford,1967-02-28,Canada
363,Marsha Medina,1968-12-01,United Arab Emirates
364,Chad Dretzka,1971-03-24,Turkey
365,Bruce Birdsong,1967-01-09,Australia
366,Stacy Jordan,1989-06-26,Saudi Arabia
367,Kenneth Brafman,1961-08-04,Philippines
368,Ruth Hall,1965-03-13,Finland
369,David Peck,1958-02-05,South Korea
370,Damon Mccarthy,1968-07-26,Russia
371,Jesse Mcclain,1975-07-14,Sweden
372,Elizabeth Morgan,1977-12-18,Spain
373,John Moller,1994-03-22,Spain
374,Celestina Collins,1980-08-12,South Korea
375,Jennifer Horton,1977-12-30,Japan
376,Gordon Sheffield,2000-10-06,Japan
377,Hope Johnson,1972-07-08,Saudi Arabia
378,Linda Zinner,1983-06-06,Sri Lanka
379,Christopher Smith,1969-09-01,Spain
380,Elliot Williams,1967-01-19,Iraq
381,Shirley Wengel,1955-01-25,Jordan
382,Glynda Potter,1953-11-23,Finland
383,Kathleen Williams,1992-10-12,Spain
384,Ayesha Gold,1952-04-28,Nigeria
385,Joyce Wills,1960-01-30,Japan
386,Lillian Smiler,1984-11-19,United Arab Emirates
387,Jessica Kibler,1968-06-29,Bangladesh
388,Alvin Bodine,1982-11-26,Norway
389,Curtis Herrera,1967-05-01,USA
390,Sandra Flath,1999-04-14,France
391,Margaret Feauto,1960-12-09,Bangladesh
392,Julie Clifford,1983-10-08,Australia
393,Michael Lane,1981-04-13,Japan
394,Craig Maldonado,1965-07-09,Japan
395,Gregory Taylor,1957-12-07,Spain
396,Ismael Ketter,1999-11-11,Kenya
397,James Mcintyre,1977-10-22,Oman
398,John Carney,1958-10-26,Brazil
399,Samuel Crossman,1992-11-29,Vietnam
400,Edwin Fall,1962-09-04,United Arab Emirates
401,Selma Jackson,1995-02-19,UK
402,Larry Joseph,1955-12-23,Sri Lanka
403,Ofelia Walker,1952-11-27,France
404,Vanessa Mccoy,1981-02-22,South Korea
405,Carlos Chevez,1987-01-23,South Korea
406,Joseph Romero,1953-05-12,South Africa
407,Belinda Ballesteros,1967-04-28,Canada
408,Joshua Nelson,1951-07-30,Singapore
409,Mildred Tapia,1986-12-23,Singapore
410,Mike Merlette,1983-04-03,Saudi Arabia
411,Andre Vollmer,1963-04-10,South Africa
412,Mary Wright,1959-06-19,Argentina
413,Michelle Dannels,1954-09-04,Philippines
414,Ruth Zavala,1961-02-15,USA
415,Kevin Scott,1991-05-11,Sweden
416,Rayna Rush,1981-06-19,Finland
417,Rosie Shifflett,1964-09-14,Egypt
418,Dolores Tucker,1986-10-11,Kuwait
419,Shirley Mccreary,1979-04-28,USA
420,Mike Garcia,2000-07-10,Kenya
421,Sharon Jeanbaptiste,1962-04-15,Kenya
422,Ashley Wrenn,1978-02-26,Greece
423,Lottie Lattimer,1954-08-12,Norway
424,Kay Blanks,1953-04-25,South Korea
425,Kathy Ma,1971-08-05,Bangladesh
426,Betty Aguilar,1991-10-19,Jordan
427,James Lantz,1977-06-18,Australia
428,Florence Anderson,1985-12-30,Pakistan
429,Margery Bratt,1998-07-24,Italy
430,Melinda Harden,1963-09-10,Greece
431,Ronna Still,1951-11-04,Mexico
432,Shannon Siu,2000-10-12,Iraq
433,Eric Williams,1992-12-24,Kenya
434,Talia Gilley,1974-04-12,Bahrain
435,Natalie Spaulding,1996-08-06,Netherlands
436,Tara Haynes,1976-05-24,Pakistan
437,Carla Caraballo,1954-03-31,USA
438,Frank Grubbs,1986-06-13,Brazil
439,John Maxwell,1970-09-14,South Korea
440,Susan Wertz,1956-11-30,USA
441,Joshua Craig,1967-04-14,Mexico
442,David Miller,1996-07-25,UK
443,Rose Santiago,1992-09-01,Germany
444,Joseph Martinez,1995-06-15,Greece
445,Charles Jones,1985-05-08,Iran
446,Henry Horton,1997-07-11,Finland
447,Anthony Short,1972-12-29,South Korea
448,Rebecca Martinez,1993-11-20,Israel
449,Ignacio Bernier,1971-11-14,Saudi Arabia
450,Kerry Heath,1983-05-05,Philippines
451,Tara Marsh,1992-04-29,Jordan
452,Jessica Davison,1966-07-13,USA
453,Shirely Lumpkin,1963-08-08,Denmark
454,Cathy Dickinson,1961-06-13,Norway
455,Margaret Lugo,1989-01-21,Norway
456,Kathy Carrigan,1959-08-30,Lebanon
457,Denise Muniz,1999-05-26,Sri Lanka
458,Phillip Glover,1951-01-02,Egypt
459,Robert Harris,1990-05-07,China
460,Patrick Ramsey,1969-12-17,Brazil
461,Keith Holder,1958-02-15,Italy
462,Lilly Chappell,1957-11-18,Oman
463,Steven Malone,1994-08-19,Italy
464,Sarah Hanrahan,1985-02-25,New Zealand
465,Latanya Mcgarvey,1957-11-20,United Arab Emirates
466,Maureen Johnson,1983-07-18,Japan
467,Delores Juneau,1994-08-02,Iraq
468,Debra Andrade,1975-06-07,Bahrain
469,Kathleen Johnson,1958-05-17,USA
470,Juan Gaskins,1978-09-25,USA
471,Nola Guevara,1957-08-28,USA
472,Janet Macchia,1996-05-19,Lebanon
473,Patricia Hill,1981-04-09,Mexico
474,Sally Shiner,1960-02-07,Indonesia
475,Edna Meraz,1966-10-23,Bahrain
476,Elizabeth Austin,1952-07-14,Vietnam
477,Jerome Hayden,1989-12-23,Malaysia
478,Yolanda Grulkey,2000-06-24,Portugal
479,William Craft,1985-07-30,New Zealand
480,Ignacio Eversmeyer,1997-11-06,Germany
481,Troy Hammond,1954-03-19,Finland
482,Catherine Kazin,1999-03-12,Bahrain
483,Marjorie Johnson,1961-01-21,Oman
484,Betsy Henig,1976-03-22,Denmark
485,Helen Cumpston,1962-08-11,Vietnam
486,Laura Stiner,1964-06-30,Philippines
487,Maria Lester,1986-02-26,USA
488,Esther Bailey,1994-12-28,Sweden
489,Larry Weis,1990-12-18,United Arab Emirates
490,Anthony Powers,1994-10-16,USA
491,Mary Parks,1953-05-25,Oman
492,Faye Larsen,1994-08-09,Iraq
493,Lou Wilson,1962-01-08,Italy
494,Chad Tucker,1956-01-02,Germany
495,Christopher Berardino,1987-02-23,Singapore
496,Cherie Meyer,1966-04-06,Portugal
497,Lucretia Batten,1970-02-15,USA
498,Caroline England,1954-09-14,China
499,Stanton Chilcutt,1960-03-23,Pakistan
500,Teresia Caporiccio,1984-02-15,France
